,Facility Name,Address/Phone Number,,Services ,Age minimum,"Amenities (Golf, Swimming)",Occupancy rate,Certificate,Pricing,
395,Sabal Palms Health Care Center,"499 Alternate Keene RD NE, Largo, FL 33771(727) 586-4211",,"Medication management, social interactions, nutritional support
 Tubes/ostomy care – Ostomy management, tube feeding management
 IV services – Peripheral IVs, PCA pumps, central lines, PICC line management, IV antibiotics
 Specialized wound management with outside wound care consultant – Surgical wounds, pressure ulcers, stasis ulcers, vascular wounds
 Post-acute cardiac reconditioning – Post-acute cardiac rehab and care
 Post-surgical – Post-op cardiac vascular bypass, abdominal and urological surgeries, etc.
 Nursing restorative training
 Social work services provided by a Master in Social Work, and support staff
 A complete compliment of therapists on staff provide rehabilitation services in physical, occupational and speech therapies
 Dementia services – Alzheimer's and dementia-specialized care
 Sabal Palms’ Children’s Center – Specializing in long-term medically complex care for children from infancy to age 21",,"Arts & crafts
 Bible study
 Bingo
 Birthday parties
 Ceramics
 Church services
 Communion
 Concerts
 Cooking/baking
 Costume days
 Country store
 Current events
 Daily outlook
 Dances
 Food Committee
 Good Old Days discussion
 Ice cream social
 Intergenerational programs
 Lunch outings/picnics
 Men’s breakfast
 Monthly entertainers
 Music
 Pastoral visits
 Pet visits
 Poetry readings
 Red Hat Society
 Resident Council
 Shopping trips
 Sing-along coffee socials
 Stretch and Flex, massage and light exercise
 Structure community outings
 Theme parties
 Travelog
 Trivia/games
 Various card games
 Veteran's Club
 Young adult get-together",100%,medicare and medicaid,"Daily Cost (Private Room) 
 $235
 Daily Cost (Semi-Private Room) 
 $210",
,,,,,,,,,,
396,Salerno Bay Manor,"4801 SE Cove Road, Stuart, FL 34997(772) 286-9440",,"clinical lab, physician, dental, dietiary, occupational speech and physical theraoy, pharmacy, podiatry",,,89%,medicare and medicaid,"Daily Cost (Private Room) 
 $190
 Daily Cost (Semi-Private Room) 
 $175",
,,,,,,,,,,
397,Sandalwood Nursing Center,"1001 S Beach Street, Daytona Beach, FL 32114(386) 258-3334",,"24-Hour Skilled Nursing Care
 Rehabilitation
 IV Therapies
 Wound Care
 Restorative Program
 Hospice
 Physical, Occupational and Speech Therapy",,"Shopping trips to WalMart, Target, dollar stores and thrift stores
 Outings to sporting events, such as Rockies baseball games, Black Hawk, dining trips to local restaurants, driving trips to the mountains, animal shelter visits
 Pet therapy visits
 Volunteer visits
 Crafts
 Live music (vocal and instrumental)
 Knitting/crochet classes
 Spiritual programs
 Diverse music
 Movie nights
 Happy hour and karaoke
 Weekly ice cream socials
 BINGO games
 Church and worship services",80%,medicare and medicaid,"Daily Cost (Private Room) 
 $210
 Daily Cost (Semi-Private Room) 
 $205",
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
398,Sandy Ridge Health and Rehabilitation,"5360 Glover Lane, Milton, FL 32570(850) 626-9225",,"Hospice Services
 •Dietetic Programming and Nourishment Center
 •Activity Programming
 •Religious Services
 •Counseling Services
 •
 •Pharmacy Services
 •Volunteer Services
 •Medication Management
 •Resident/ Family Council
 •24-Hour Nursing Services
 •I.V. Therapy
 •Wound Care Management
 •Pain Management
 •Oxygen Therapy
 •Physical Therapy
 •Occupational Therapy
 •Speech Therapy",,"Laundry Services
 •Beautician/ Barber Services",92%,medicare and medicaid,"Daily Cost (Private Room) 
 $191
 Daily Cost (Semi-Private Room) 
 $185",
,,,,,,,,,,
399,Santa Rosa Health & Rehabilitation Center,"5386 Broad Street, Milton, FL 32570(850) 623-4661",,"24-Hour Nursing Services
 I.V. Therapy
 Wound Care Management
 Pain Management
 Oxygen Therapy
 Physical Therapy
 Occupational Therapy
 Speech Therapy
 Outpatient Therapy
 Geriatric Psychiatry Services
 Podiatry Services Infrared Therapy (Anodyne)
 Optometry Services
 Dental Screenings",,"Activity Programming
 Religious Services
 
 Laundry Services",91%,medicare and medicaid,"Daily Cost (Private Room) 
 $191
 Daily Cost (Semi-Private Room) 
 $186",
,,,,,,,,,,
400,Seaview Nursing and Rehabilitation Center,"2401 NE 2Nd Street, Pompano Beach, FL 33062(954) 943-5100",,"Baseline Services
 Adult Day Health Care
 Clinical Laboratory Service
 Radiology - Diagnostic
 Traumatic Brain Injury",,religious services,93%,medicare and medicaid,"Daily Cost (Private Room) 
 $235
 Daily Cost (Semi-Private Room) 
 $215",
,,,,,,,,,,
401,Seminole Pavilion Rehabilitation & Nursing Service,"10800 Temple Terrace, Seminole, FL 33772(727) 398-0123",,"Alzheimers Secured Unit, Hospice Care, Pet Therapy, Respite",,,95%,medicare and medicaid,"Daily Cost (Private Room) 
 $359
 Daily Cost (Semi-Private Room) 
 $303",
,,,,,,,,,,
402,Shell Point Nursing Pavilion,"15071 Shell Point Blvd, Fort Myers, FL 33908(239) 466-1111",,"Rehab Services
 Home Care
 Assisted Living
 Memory Care
 Skilled Nursing
 Hospice Care",,"dining, golf, salon, train room, salon",81%,medicare and medicaid,"Daily Cost (Private Room) 
 $325
 Daily Cost (Semi-Private Room) 
 $260",
,,,,,,,,,,
403,Shoal Creek Rehabilitation Center,"500 Hospital Drive, Crestview, FL 32539(850) 689-3146",,rehab center,,,96%,medicare and medicaid,"Daily Cost (Private Room) 
 $185
 Daily Cost (Semi-Private Room) 
 $170",
,,,,,,,,,,
404,Shore Acres Rehabilitation and Health Center,"4500 Indianapolis ST NE, Saint Petersburg, FL 33703(727) 527-5",,"Medical Director
 Specialized Medical Director
 Medicare and Medicaid 
 Certified
 Most Insurances Accepted
 Physical, Occupational, and 
 Speech Therapy
 Audiology
 Vision
 Dental
 Dermatology
 Laboratory",,"Residents are encouraged to participate in our
 daily programs.
 Activities are designed to provide physical as well as mental stimulation and promote interaction.
 Community outings and involvement
 Entertainment",95%,medicare and medicaid,"Daily Cost (Private Room) 
 $220
 Daily Cost (Semi-Private Room) 
 $200",
,,,,,,,,,,
405,Signature Healthcare of Brookwood Gardens,"1990 S Canal Drive, Homestead, FL 33035(305) 246-1200",,"post-surgical care, respiratory care, and diabetic care,wound care, occupational physical and speech therapy",,,71%,medicare and medicaid,"Daily Cost (Private Room) 
 $215
 Daily Cost (Semi-Private Room) 
 $205",
,,,,,,,,,,
406,Southern Oaks Rehabilitation and Nursing Center,"600 West Gregory Street, Pensacola, FL 32501(850) 437-3131",,"Internal Case Management
 Home Safety Evaluations
 24 hour Skilled Nursing Services
 Physical therapy
 Occupational therapy
 Speech / Language Pathology
 Respiratory therapy
 Patient Education
 orthopedic, neurological, wound care, rehab",,"All meals offered in the pleasant atmosphere of our dining room.
 Registered Dietitian
 Three appetizing, nutritious meals served daily
 Snacks, Activities are designed to provide physical as well as mental stimulation and promote interaction.
 Community outings and involvement
 Entertainment, Personal counseling
 Family and resident support groups
 Snacks",85%,medicare and medicaid,"Daily Cost (Semi-Private Room) 
 $180",
,,,,,,,,,,
407,Springs at Lake Pointe Woods,"3280 Lake Pointe Blvd, Sarasota, FL 34231(941) 929-2700",,"rehab, skilled nursing, long term care, respite care, restorative care",,"gentle exercise classes, games, music, crafts, discussion groups, religious services, pet therapy, ice cream parlor, high tea, wine and cheese parties,building--intergenerational, holiday-themed events",92%,medicare and medicaid,"Daily Cost (Private Room) 
 $263
 Daily Cost (Semi-Private Room) 
 $215",
,,,,,,,,,,
408,Springtree Rehabilitation & Health Care Center,"4251 Springtree Drive, Sunrise, FL 33351(954) 572-4251",,"IV Antibiotic Therapy
 Pain Management
 Wound Management
 Post Surgical Care, Dedicated Sub-Acute Unit
 IV Antibiotic Therapy
 Pain Management
 Wound Management - Including Diapulse and Care Consultant
 Joint Replacement or Hip Fractures
 Nursing Rehabilitation Program
 Individualized Discharge Planning
 Home Care Referrals and Equipment
 Hospice
 Respite Services, physical occupational and speech therapy",,,91%,medicare and medicaid,"Daily Cost (Private Room) 
 $234
 Daily Cost (Semi-Private Room) 
 $219",
,,,,,,,,,,
409,St. Johns Nursing Center,"3075 NW 35Th Ave, Lauderdale Lakes, FL 33311(954) 739-6233",,"Aquatic Therapy
 Total Knee/Total Hip Replacement
 Intra-venous Nutrition
 Hydration Program
 Antibiotic therapy
 Wound Care
 Post CABG (Coronary artery bypass graft/open heart surgery)
 Central Line/Port Maintenance
 Continuous Passive Motion Machine
 G-Tube Feeding
 St. John's Nursing Center Dining RoomIleostomy
 J-Tube
 Bi-Pap/C-Pap (Positive Airway Pressure)
 Anti-coagulant monitor",,chapel,,medicare and medicaid,,
,,,,,,,,,,
410,St. Vincent's Medical Center Southside,"4201 Belfort RD, Jacksonville, FL 32216(904) 296-383",,"AFIB Institute
 Accountable Care Organization
 Ambulance Service
 Bariatric Services
 Bone Density
 Breast Health
 Brain
 Cancer
 Cardiology
 Corporate Health & Wellness
 Digestive Health
 Emergency
 Epilepsy Monitoring & Treatment
 Gamma Knife Radiosurgery
 Heart Health
 Home Health
 Hospice
 Hyperbaric Oxygen Therapy
 Imaging Services
 Limb Preservation
 Lung Cancer Institute
 Mammography
 Managing a Chronic Illness
 Neurosciences
 Occupational Health
 Orthopedics
 Palliative Care
 Pastoral Care
 Primary Care
 Rehabilitative Services
 Robotic-Assisted Surgery
 Skilled Nursing Facility
 Sleep Services
 Smoking Cessation
 Spine
 Urgent Care
 Weight Loss
 Women's Services
 Wound Care",,,,medicare,,
,,,,,,,,,,
411,"Sunbelt Health & Rehabilitation Center-Apopka, Inc.","305 East Oak Street, Apopka, FL 32703(407) 880-2266",,"rehab, Post-Operative Care
 Pain Management
 IV Therapy
 Respitory Care
 Restorative Nursing Care
 Respite Care
 Hospice Care
 Paliative Care
 Lab Services
 Medicare and Medicaid Certified
 Wound Care Management
 Hydration Program
 Fall Intervention Program",,"Beauty and Barber Services
 Daily Housekeeping Services
 Personal Laundry & Linen Services
 Amenities Technology
 Wireless High Speed internet
 Computer workstation with printer
 Nintendo Wii
 Flat screen TV with pillow speaker
 Personal phone with direct dial number Pet therapy including fish, birds, and dogs",98%,medicare and medicaid,"Daily Cost (Private Room) 
 $195
 Daily Cost (Semi-Private Room) 
 $185",
,,,,,,,,,,
412,Sunset Lake Health and Rehabilitation Center,"832 Sunset Lake Boulevard, Venice, FL 34292(941) 492-531",,"Physical, occupational and speech therapyCardiac and stroke rehab monitoring programOutpatient rehabilitationRN/LPN coverage 24 hours a day, 365 days a yearWound care programPain managementFall reduction programRegistered dietitian servicesDental, podiatry and eye careRecreational activities 7-days a weekRespite careHospice and end-of-life care",,Multi-lingual staff: English and SpanishSpa amenities availableDaily transportation,93%,medicare and medicaid,"Daily Cost (Private Room) 
 $215
 Daily Cost (Semi-Private Room) 
 $195",
,,,,,,,,,,
413,Suwannee Valley Nursing Center,"427 15Th Avenue Northwest, Jasper, FL 32052(386) 792-1868",,"skilled nursing, long term care",,,98%,medicare and medicaid,"Daily Cost (Semi-Private Room) 
 $181",
,,,,,,,,,,
414,Sylvan Health Center,"2770 Regency Oaks Blvd, Clearwater, FL 33759(727) 791-1500",,"blood and body fluid sample collection
 biochemistry and toxicology
 urinalysis
 transfusion medicine
 hematology
 coagulation studies
 microbiology
 serology
 surgical pathology
 cytopathology
 autopsy pathology
 student practicum training for medical lab technologists and medical lab assistants",,,100%,medicare and medicaid,"Daily Cost (Private Room) 
 $139",
,,,,,,,,,,
415,Tampa Community Hospital,"6001 Webb RD, Tampa, FL 33615(813) 888-7060",,"Diagnostic Imaging
 Digestive Health
 Emergency Care
 Heart Care
 Home Care
 Intensive Care Unit
 Orthopedic Care
 Outpatient Surgery
 Physical Therapy
 Sleep Center
 Surgical Services
 Urology, Alcohol and Drug Recovery
 Diagnostic Imaging
 Home Care
 Occupational Therapy
 Physical Therapy
 Skilled Nursing Unit
 Sleep Center
 Speech Therapy,",,,,medicare,,
,,,,,,,,,,
416,Terrace at Fleming Island,"1125 Fleming Plantation Blvd, Orange Park, FL 32003(904) 213-8338",,"rehab, skilled nursing, Secured Alzheimer Unit",,,98%,medicare and medicaid,"Daily Cost (Private Room) 
 $235
 Daily Cost (Semi-Private Room) 
 $225",
,,,,,,,,,,
417,Terra Vista Rehabilitation and Health Center,"1730 Lucerne Terrace, Orlando, FL 32806",,"Rehabilitation Services
  Physical Therapy
  Occupational Therapy
  Speech Therapy, wound care, Ostomy Care
 Bedside Diagnostic Testing
 Urological Care
 Alternative Nutritional Support
 Family and Caregiver Education
 Diabetic Teaching and Monitoring
 Palliative Care
 Restorative Nursing Care and Maintenance Program",,"Individual and group activities available daily
 
 Activities promote social and physical interaction and communication
 
 We assist with achieving each individual’s rehabilitation goals
 
  
 
 Dining Services
 
 Registered Dietitian
 
 Three appetizing, nutritious meals served daily
 
 Snacks
 
 Therapeutic diets
 
 Intimate dining options
 
 Restorative Dining Program",80%,medicare and medicaid,"Daily Cost (Semi-Private Room) 
 $190",
,,(407) 423-16,,,,,,,,
418,University Center West,"545 West Euclid Avenue, Deland, FL 32720(386) 734-9085",,"long term care, skilled nursing",,,84%,medicare and medicaid,"Daily Cost (Semi-Private Room) 
 $202",
,,,,,,,,,,
419,Valencia Hills Health and Rehabilitation Center,"1350 Sleepy Hill RD, Lakeland, FL 33810(863) 858-4402",,"rehab, dementia care, dietary care",,"The resident council gives our residents an opportunity to share their voice. They discuss issues, seek change and offer praise.
  Live entertainment gives both the residents and the staff a chance to flex those vocal cords and dance.
  Regular social events allow everyone the opportunity to make new friends and share good times with familiar ones.
  Birthday parties give our residents a chance to celebrate their special day.
  Spiritual services allow residents to practice their faith.
  Field trips for lunch, bowling, movies and even the casino are just some of the opportunities each resident has to spread their wings.
  The VHHR auction gives residents a chance at an assortment of treats and treasures.",80%,medicare and medicaid,"Daily Cost (Private Room) 
 $206
 Daily Cost (Semi-Private Room) 
 $192",
,,,,,,,,,,
420,Villa Maria Nursing Center,"1050 NE 125Th Street, North Miami, FL 33161(305) 891-8850",,"rehab, 24-hour full service sub-acute, skilled nursing, long term care, and a specialized orthopedic wing",,"activities such as music, arts and crafts, table games, movies, parties and other social activities, fosters a positive outlook. Spiritual care",91%,medicare and medicaid,"Daily Cost (Private Room) 
 $348
 Daily Cost (Semi-Private Room) 
 $295",
,,,,,,,,,,
421,Westminster Communities of Bradenton Westminster,"1700 21St Ave W, Bradenton, FL 34205(941) 748-4161",,"active living, assisted living, skilled nursing, home care, rehab, memory support",,,,medicare and medicaid,,
,,,,,,,,,,
422,Whispering Oaks,"1514 E Chelsea ST, Tampa, FL 33610(813) 238-6406",,"long term care, skilled nursing,",,,95%,medicare and medicaid,,
,,,,,,,,,,
423,Whitehall Boca Raton,"7300 Del Prado South, Boca Raton, FL 33433(561) 392-3000",,"Physical therapy
 Occupational therapy
 Speech therapy
 Respiratory therapy
 Therapeutic Recreation
 Pet therapy
 Restorative Nursing
 
 Rehabilitation Programs, including:
 
 General Rehabilitation
 Stroke Rehabilitation
 Transitions Program
 Cardiac Rehabilitation
 Pulmonary Rehabilitation
 Functional Vision Rehabilitation
 Stepping Stones Program
 Walk to Dine Program
 Passport Home Program
 Comfort Care Program
 Orthopedic Program
 Outpatient Rehabilitation",,"Large private and semi-private rooms
 Lush landscaping beneath an airy, 82,000-square-foot building
 Three large patios and peaceful grounds with a tropical garden
 Full-time dietitian to ensure therapeutic dishes
 Powder Puff Salon for perfect hair styling
 Bright recreational area for crafts and activities
 Three dining areas with restaurant-style ambiance & service
 An indoor aviary with finches to admire
 Library with current and favorite novels",91%,medicare and medicaid,"Daily Cost (Private Room) 
 $370
 Daily Cost (Semi-Private Room) 
 $270",
424,Willowbrooke Court at Azalea Trace,"10100 Hillview DR, Pensacola, FL 32514(850) 478-5200",,retirement living,62+,"courtyard, pool, library, auditorium",93%,medicare and medicaid,"Daily Cost (Private Room) 
 $232
 Daily Cost (Semi-Private Room) 
 $207",
